useful,reviewText,funny,cool
8,"Grr, this place can be so irritating.  There is ALWAYS a freaking loooong line to pay for your items.  I cannot understand why there is no manager who can fix this.  This is not during holidays, it is an everyday thing.  I have been coming to this torture chamber for over 6 years.  I usually try to go to Hobby Lobby or Michaels, but sometimes I don't feel like driving the extra miles, however, once I am in that line from hell, I wish I was driving to the other store.  On top of everything, most of the items are 20% to 30% more expensive than HL.  Also, you have to make a line to get a piece of fabric cut, during busy times you have to take a number, which should be used all the time, because there are people who will cut in front of you if there is no number calling that day.  Customer service is mediocre at best.  I am guessing they must not be paying more than minimum wage because people seem so unhappy and slow moving.",7,6
0,I like this location. Everything is really clean and organized. Staff are nice and professional. a always new stuff every week.,0,0
0,"Great place with great food. They are quite slow with getting you sat. This location will have a ""reserved"" sign for two seats at the bar and 3 vacant tables, yet there will be a line of 5 groups waiting to get sat. It's almost as if they don't staff enough for the nights they know it will be busy.",0,0
0,"I enjoy eating here several times a year. The dining room is clean and the staff friendly. The food is always prepared just right. This location never seems to get too crowded which is a good thing for me. I would give this particular location four stars but, I can't at this time because the staff working the drive through window at night have been dropping the ball in regards to order accuracy.",0,0
1,"This place has good prices. However, the customer service is not so good. I felt like I was being rushed. I didn't enjoyed the time I was there bc I was reminded several times they were about to close (I got there at 7 and they close at 9) I ended up finishing up my piece in 1 hour and by 9 I was out. Try to get there early if you want to enjoy and relax painting.",0,0
1,Really old and dated hotel. The room is small and the furnitures look like they came from Anne of Green Gable. I feel like wearing fake flower hats. I was here for a wedding so no complaint. However even their bigger suites like Paris room etc etc were really dated. They also had these weird headlight looking lighting in the master bedroom. I am not sure what it's for. It seems out of place. The toiletries are from Molson & Brown and the rest of the hotel is Crabree & Evelyn. It was ok. For the similar price I'd go stay somewhere else..,2,0
0,"If your calling card is cumin lamb skewer, you better make it fresh.  Mine was reheated and the fat was stodgy inalstead of crispy and melty.  Not sure if they ever made cooked to order or

Lamb soup was tasty if a bit heavy on the msg.",0,0
0,"Was here to pick up batteries (flat ones) for less than $3 (whilst this is usually over $10 elsewhere) & a storage box for under the bed. We came pretty late & had no problems finding parking or nor did we have to wait in line to pay. 

The staff Andrew in the lighting department was so nice and walked us over to where the batteries were located & answered any questions we had about other items at ikea as well. 

I like the price & style for their furniture. Some things are affordable. Hope to build my future craft room w/ ikea furniture one day. If only plywood didn't release formaldehyde over time... 

Love their yogurt cone here.",0,1
1,"If your main purpose of eating buffet is experiencing many different food, then this would be the place to visit. There are so many different foods from many countries are present and many of them of cooked to order. The servers are friendly and delightful (strangely it is not that easy to find the friendly people in Las Vegas hotels and restaurants). The ambience is light and spaceous, which I liked a lot too.

The only reason I didn't give 5 stars rating is the fact that they are short oo friuts and vegetables. They only have the basics of fruits and vegetables. I wish they put more next time.",0,0
16,"Lieu qui intéressa grandement les fumeurs de marijuana et qui les fournira de la tête aux pieds en accessoires... Vaste, aéré, surplombé de reggae, il offre tous les produits qui se rattachent à cette herbe mythique, excluant l'herbe elle-même... Panoplie de revues à l'effigie du cannabis, papier à rouler, tabac organique, jeux de société sur la culture du cannabis (euh...quoi?), instruments de musique, drapeaux, vaporisateurs herbeux, bijoux hippies, produits du chanvre (graines grillées, vraiment délicieuses, etc.), vêtements de tous genres, dont des T-shirts thématiques... Exemple? La Joconde qui fume un joint! Et de s'exclamer le vendeur à l'entente de mon rire : « On a enfin trouvé le mystère de son sourire! C'était une poteuse! » D'ailleurs, celui-ci se fera une joie un peu malsaine de vous raconter ses anecdotes personnelles reliées à tels ou tels produits naturels psychotropes qui sont vendus sur place : tisanes euphorisantes (kratom), ectasy naturelle, speed naturel, salvia, dérivés du cannabis, tout ce qui est encore légal et susceptible d'altérer la conscience... 

Les prix sont raisonnables et les effets secondaires des plantes et graines (une fois ingérées) sont supposément absents, en raison de leur pureté en terme de qualité (ce sont des produits naturels et non pas des mixtures de produits chimiques). Vaut quand même mieux s'informer comme il faut sur sa propre santé et les composants de ce qui est vendu pour ne pas se lancer dans les expériences désagréables... Le vendeur, malgré sa passion évidente pour les drogues, prendra la peine de donner ses propres recommandations et   «contre-indications »...  «Ne jamais mélanger avec de l'alcool!!!»...

Dans un local annexé à la boutique, dissimulé par des guirlandes de feuilles de mari-jeanne textiles, se trouve le petit royaume des pipes. C'est l'une des plus impressionnantes sélections qu'il m'ait été donnée de voir. Certaines à eau sont vraiment immenses; elles dépassent les 50cm... C'est une petite caverne incognito qui scintille sa verrerie tubulaire.",5,4
3,"I went to Prime during the Summerlicious Prix Fixe Menu and it was fantastic. Once in a while do I ever get to dine at an upscale restaurant and pay for it at a reduced price. 

I went with 3 of my close girlfriends so we decided to each order a different item for our Lunch Prix Meal. This allowed us to try a little bit of everything off the menu :) Starters were good. The tomato gazpacho was smooth and the peppered squid was texturized well adding that crunch. For the main entrees, the poached salmon and the grilled chicken were amazing. They were both moist and packed full of flavour. I was blown away by the peas fricassee that accompanied the chicken because it gave it that extra flavour booster. Desserts were good so no complaint there. The chocolate praline pyramid was very rich and soo yummy while the panna cotta gave that refreshing and smooth taste. 

The only thing I didn't enjoy from the meal was their mushroom and quinoa risotto. It wasn't the typical creamy risotto I was used to. This was more like eating couscous and it was very bland and dry. Hard to swallow at times as well since it was like downing on pebbles.  

Other than that, I sincerely enjoyed my meal here as the maitre'd was very friendly and our server was very interactive and playful with us which made our time here even more enjoyable.",0,2
1,"If you're a hobbyist/DIYer like me, you know what it's like going to places like lumber yards, steel yards, industrial supply houses, etc.

Most of the time, you're treated as a problem that no one wants to deal with.

Not here. The guys working here are helpful, professional and knowledgeable. They have acknowledged me right when I walk through the door, every single time.

I've been thanked for stopping in on two occasions that I didn't find what I was looking for and didn't buy anything. And these are the reasons why I come back any time I need something. They are the model for how customers should be treated.

Highly recommended if you need welding supplies.",0,1
1,"Ok ok ok, I know it's only a McDonald's, BUT this one is completely different in decor. It's big, clean, bright and pretty. With tons of flat screens all over the place. 

Another big plus to this McDonald's is that they've got free Wi-Fi (while most hotels charge ridiculous fees), so if and when you have your laptop you can deal with business while munching on some fries.

Even though it's smack dab on the strip, there's plenty of parking too!",0,0
2,"In a word, heavenly! This food is divine. I am so excited to finally have an authentic and delicious Thai restaurant right here in Surprise. I've been in three times and each time gets better. I love the Thai hot Tom Yum soup with mango sticky rice. Friendly staff and fairly quick service too. I'm going to come more regularly.",0,0
1,"If you ever want a truly amazing burger, this is the place. Each of the menu burgers are great, but you can always create your own. The fries and onion rings are great. There's a full bar to the side with a good selection of beer. Order more rare than you prefer because they come more thoroughly cooked.",0,0
0,"The cook was such a nice guy, plus he wasn't bad looking either. The food was made right in front of you (if you're sitting at the counter), so you know how your food is being prepared. The food is, what it is. Meat, slaw, bread, fries cheese etc. And lots of it. I only ate half of my sandwich. It was ok. Nothing super special. But I was told I had to go there when in Pittsburgh.",0,0
0,"Do not put your loved ones here, if you do, make sure they have no valuables. They have ramped theft going on from their staff and no one seems to care. the favorite saying to the residents is ""You're just going to have to forget about it"" your posessions stolen and you just have to forget about them, what a crock.....they go through staff faster than toilet paper, BEWARE",0,0
0,"Excellent service with gentleman who really know their hats! We were in town on vacation and had purchased a fedora at another shop. While we also had great customer service there, the attention to detail at this shop was so great that we went back twice in 48 hours! If you're in the market for a hat for pleasure, give them a try!",0,0
7,"Despite that All my friends told me Not to go to this place, I walked in anyway just for the curiosity that how a ramen place can be so bad? 

The moment me and my wife saw our noodles, I regret right away....
Anyone with common sense would know that Japanese ramen is made of pork bone broth, the ramen my wife got has a thick chick broth oil on the top, and it's so salty that she couldn't finish 1/3 of it given the circumstances that she was extremely hungry! 
And my ramen was even worse, I can't believe that they use canned meat (from chinese supermarket) pour over the ramen for the price of 8 dollars!  Huge disappointment !  I recognize the smell of the canned meat cuz that's what I eat when I m lazy at home.....
Oh well, I ask for it I guess... At least I know now why everyone around me told me ""Don't go"" so .... If you are also a curious George, just order the Mapo ramen to take out and compare to your canned meat from maybe Lotus or   you will see what I meant.",1,0
0,"Atmosphere is fun. Dark wood, low lights and armor. The TVs all over running football and baseball probably wouldn't be in an Irish pub put hey, this is Wisconsin.
The food was ok. I had the shepherds pie. It was a little bland but good. The cheese curds were good. The bread was warm but other than that nothing special.
He bar area was noises and that carried over into the dining areas.",0,0
4,"PLEASE DONT GO HERE. I used to love going to the Perk until I took a glance into their kitchen while going to the washroom. It was disgusting. 
I also had their fish tacos, brought them home and the fish had totally gone bad
I have also found hair in my food on multiple occasions. 

Also, all of their baked goods are frozen every night after being out on display all day. This keeps happening until they sell everything. Trust me, nothing is fresh. 

The staff is also very rude. The girls don't seem like they want to be there and don't care about their customers. 

Save your money, don't take a risk eating here.",0,0
0,Turkey is extremely salty but other than that my sandwich was yummy. I got the vcold veggie with Turkey added.,0,0
0,Been a sushi eater since there was only one sushi restaurant in NYC. this place was amazing and so so different. It is worth the trip off the strip,0,0
0,"Unfortunately, this place was a disappointment.  I ordered two completely different dishes and with fried rice.  Both dishes tasted THE exact same-one was tofu and the other garlic chicken.  The sauce was the same even though it wasn't supposed to be and to top it off, the fried rice was also made with this sauce.  It was awful.  I had to throw it all out!",1,0
1,"I was a previous employee and had a needle stick injury. I got labs for said injury at the ED then was given a $440 bill (I had insurance through them at the time obviously). It went to collections and when trying to resolve this, the original ER physicians group had dissolved. Nobody in WVH finance could figure it out. It's been wrecking my credit for years. Very very poor management on every level. And I am still responsible for this amount. It was an occupational injury.",0,0
0,"This place is awesome. The place is very clean, comfortable and classy, the women are very attentive to detail and even ask you if you'd like anything to drink (tea, coffee or water) and they are all just really lovely. I got a gel manicure for the first time and I absolutely love it. I can't stop staring at how perfect my nails are. I also got a pedicure and my eyebrows waxed, which again for me was all perfectly done. She accepts walk ins, but I had called in asking if she had any open spots two hours prior to the appointment I ended up making. They are very accommodating. And yes, they are open till 11PM!",1,0
0,"I cannot even express into words what a great experience this was for me!! I have had problems with my ears for so many years. Not being able to hear fully, water getting trapped in them, etc. I could not believe how professional and friendly they were!! They cleaned out my ears and it felt so good and I could immediately hear better! I literally cried!! Such an answer to prayers! I HIGHLY recommend you try it!! I am telling everyone I know about it!! A total life changer for me!! I am a lifetime customer for sure!! Thank you for making my experience so wonderful!!",0,0
2,"Impossible to book a reservation. We emailed to inquire about a reservation and it took them 4 days to respond. And after 4 days the only response we got was: 76 all inclusive. There was no greeting. No name of the individual writing. No thank you. We then called to confirm pricing etc, and the call was dropped and no one returned a phone call to us. Disappointing. We went with Presidential Limousine instead.",1,0
0,they looked me out for 4 hours with all my staff in the room my wife is pregnant my wallet was inside so we couldn't go or eat anywhere else in the same morning the manager woke us up with her voice screaming at someone else's door they false accuse some jewish people that were staying in the Hotel at the same time I was the whole experience was horrible not to mention the stress they put on my pregnant wife and the staff that went missing by far worst hotel I have ever stayed,0,0
1,"Literally a copy of Inatei. Im not sure if its same boss, but the quality here definitely isn't as good.",0,0
0,Some of the best sushi you can get in C-U. Service is good. Great location downtown Champaign.,0,0
1,"The patch  does not work but if you follow the Keto diet plan it does work. However, the Keto diet plan is challenging at first so get the prescription diet pills and you will lose the weight. However, once you come off the pills you may gain some of that weight back again.",0,0
2,"Unfriendly. And $42 for a mani/pedi that honestly  looks worse than what I do at home. Such a waste of money.
If I could leave zero stars I would-go somewhere else or for this quality do then yourself",1,1
0,"This is a place I check out in Las Vegas . AYCE sashimi with okay quality . Service is decent , $29 you get to eat everything...5 miles away from the strip",0,0
2,"I always wanted to give this place a try, so a few of us went on my last trip to Vegas.  Upon entry, there is a bar.  Kind of strange with the big screens blaring Fox News.

We get seated in the bier hall.  Bier is good, imported from Munich, and HB bier is excellent.  I had a Dunkel, a Dunkelweiss, and an Original.  All great, especially the original.

Service is a bit brusque and abrupt; I guess they are trying to act Germanic.  The food is OK, but it is mass produced.  Not high quality by any means.

When our food came out, and you need to eat a schnitzel while it's hot, the band immediately struck up the Star Spangled Banner.  We all, of course, stand and face the large flag.  The performance dragged on while our food got cold.  I am all for patriotism, but this seemed a bit strange.  

Next, a guy at another table wanted to be spanked by the large waitress.  OK, this is their schtick. I get it.  Well, it was right at us while we are eating.  Then the waitress turns to us and makes comments about the guy she spanked; really, we do not care!

Then, upon leaving, the band is sitting on the curb right outside the door smoking.  We had to walk though their haze to get out.",0,0
0,Nice to have this uptown Charlotte. Parking is not fun to find and often makes you avoid coming to dine here,0,0
0,"It's not terrible, but for the price and the reviews i thought it should have been a lot better! The French onion soup was so salty!! I had to ask for more baguettes to even try and finish it.
It was cool to try some escargots though. I hate the seating policy of how everyone has to be there in order to be seated. It's unnecessary when the entire restaurant is empty.",0,0
0,"We ordered the French onion soup and salmon Benedict. Very cute restaurant, perfect for brunch. The onion soup was made perfectly, but it was a little on the sweet side. The salmon Benedict was made perfectly, and I loved how it came with a side of salad. We had also ordered the Nutella beignets which were much sweeter than expected but still delicious. They do have more of a thick cake texture than most other beignets I've had, so keep that in mind when ordering.",0,0
9,"*********************SCAMMERS********************

I rented there last week. Prepayed the rental. I specifically told them ""I want no additional coverage!!!! and I want my prepaid amount"" they said ""fine, sign here and here""   The line he had me signed said ""I accept/decline additional coverage"" ... of course I get my bill and it is a $140 more than my prepaid amount. They claim that I requested additional ""loss waiver""  BS!!! I called the manager twice ... hung up on twice. I am now filing fraudulent charges with my credit card

*********AVOID AT ALL COST*********************",0,1
0,"Rude staff. Not friendly what so ever. I stopped by because I was craving some donuts, and I don't think I'll ever go back. I'm a fan of dunkin, but not of this location. Not worth your time, go somewhere else.",0,0
1,"Aside from the very loooooong wait (which I'm taking a star off for) and heavy price tag (just about $30 for breakfast, not including tip!) I would say it was not too shabby.  With our group of 5 half of us walked thru the mall shops and 2 others waited in line (I was one of the lucky ones that got to shop). When we were finally inside there were so many things to choose from, I tried a little bit of what appealed to my low carb diet, which was plenty. Prime rib, steak, grilled veggies, crab legs, and the list goes on. I killed my diet when I came accross the made to order crepes which were heavenly, and I guess well worth ruining my diet for one day.

The girls all loved it too, they (we) all made pigs of ourselves here.  Good times.",1,1
0,"Customer service is the worst here! We booked our reservation on their website 4 mos in advance. We fly in and they can't find our reservation. I asked to speak to a manager and the manager wouldn't come out to the front desk. We had to ask again for the manager to come out and she told us our reservation had cancelled. We never got a cancellation email. The manager is Felicia Brizuela. I asked her what we are going to do about it and she says she will be taking the full payment amount. No problem, we just need our room so we can get our infant settled. The manager then walks away. She wasn't friendly at all and I was trying to be nice. Then the desk clerk took our card for payment and tried charging an extra $200. I showed her the email again and asked her to correct the total payment amount. The only good thing about the customer service was the girl at the front desk clerk Asialynn. She was great.",0,0
2,"That whole roast pork hanging  at Prince BBQ sure looked good.... 

It just looked so massive, crispy, meaty and fatty .... we just could not resist the temptation to order some to give it a try.

The skin I think is the best part of the whole pig, while my other friends were eating all those meaty fatty part I picked all the skin and crunched that in my mouth when they were not watching....

The meat part though I found it a little too mushy... but still really good as it was still warm and fresh!!",1,1
0,"I've been a member for almost 1 year now and feel comfortable leaving a review of the services.  The facility itself is very professional, simple and well decorated.  The rooms are very calming, clean and quiet.  The therapists themselves are very varied in their techniques and skill levels.  I have tried 5 different therapists before finally finding one who is AMAZING.  The first therapist I had was TERRIBLE and I felt like i wasted my money.  The good thing about this facility is that there are many therapists on staff so if you don't like one you then you can try another.  The other therapists were good for first timers or clients looking for a non-aggressive relaxing massage.  I enjoy high pressure deep tissue massages and I finally found an amazing therapist who I exclusively book appointments with.

I had a couple of negative experiences where I got 2 eye stys immediately after my massage.  I noticed on both occasions that there was residue black eye makeup on the face towel where I lay my head.  I don't know if the face towel was reused but I also understand that mascara and eyeliner don't wash out of white towels so I just assumed that the towels were fresh at the time.  I also did not request to have them changed because I didn't want to be rude so that was my mistake and I can't prove that the towels were reused so I won't fault them for that.  

In summary, if you have signed up for a membership then take the time to really try different therapists and find the one that is right for you. The staff are very polite and professional.  The value is great if you go for regular massages but only if you have a great therapist.",0,0
0,Good tacos. The ordering is a bit confusing and can cause some of the tacos to be not as hot when you get to the tables. The Al Pastor was better than the asada. Nice people,0,0
1,"3.5 stars, for sure

Stopped in here with my son for a quick lunch yesterday.  

Location is convenient and close (ish).  The restaurant was clean and service was quick and friendly.

Kiddo and I shared edamame, seaweed salad, nigiri, one specialty  roll, and a side of steamed rice.  The edamame and seaweed salad were fine--can't do much wrong with those.  We shared ikura nigiri (gunkan) and I had an order of hamachi nigiri.  The ikura wasn't the freshest, but still fine.  The hamachi was good quality.  The cut wasn't the best, but it still tasted good.  The only problem I had was the sushi rice.  Not the rice itself but that it wasn't packed enough and it fell apart when I picked it up.  No biggie.  The roll we had was the summer roll--crab and avo inside, mango outside, sweet chile sauce.  It was just ok.

The price was reasonable--$37 for lunch for 1.5 and we were totally stuffed.  I will probably make another trip to Fusion to try some Chinese.  I would also try the sushi again, but not a specialty roll.",0,1
3,"Today I went to Fedex to pick up a 6 letter size prints. It was the single worst experience in retail of my life. 

I stopped in thinking it would take 5 minutes, 10 if they were busy. It took them 52 minutes. Because of employee lack of communication. To print 6 sheets of paper. And they got it wrong. And it began pouring rain around the 45th minute. I'd left my sun roof open as it was SUNNY thinking it would take TEN MINUTES so I had to run outside in the pouring rain to close it. So Now I sit drenched in water in a soaked seat in my car because 3 Fedex employees need to learn basic COMMUNICATION SKILLS. 

I will NEVER do business with FedEx again.

Oh - and now I'm so late I'm stuck in unmoving rush hour traffic. Worst experience of my life.",2,1
0,The double chin dishwasher named Alicia had the nerve while she was off the clock to tell me she did more work than me and that her job is much harder than mine because she washes the dishes and takes out trash  and cardboard. She was horifficly rude and I hope Dennys corporate sees this. The server we had was fantastic! Highly satisfied with the service just couldn't stand the rude offensive help that was off the clock.,1,0
1,"Is there a NEGATIVE STAR? I'm not new to renting cars! Is Budget Rental a FRANCHISE?
We had an issue with the rental agent at the Las Vegas Airport facility. We had a confirmed reservation, just ready to pick up our car and go! To my dismay... we had the sales pitch of the day. I don't mind him suggesting other options that Budget may offer, what ""irritated"" me was he was annoying! He lacked listening skills!! You know, talk, pause, listen, advise, communicate etc... He must have loved the sound of his own voice he forgot there was customers in front of him! He did not try to listen to what we needed!! He constantly talked over us especially to my husband,,, (my husband is a patient man,,, I wanted to yell at him but I kept quiet) then had the nerve to rush us and be impatient with us! SERIOUSLY DUDE? He was like a car salesman trying to sell a vehicle!!! He got us to purchase the extra cost for gas .. which annoyed me.. because... he kept referencing and guaranteeing the price of gas in Los Angeles instead of being humble by saying ""probably"" or ""maybe"" that it cost $$ this much etc. Last I checked this was BUDGET RENT A CAR and not gasbuddy.com to be so bold on referencing gas prices! In the end ...because of his behavior,,, we felt that we did not have time to think things through regarding the vehicle/final agreement and felt we ended up paying more than we budgeted for! Just be aware of these types of agents, and don't allow anyone to bully you into signing up for something you don't want/need. On a positive note, I did file a complaint with Budget and they assured me that a copy of my complaint, along with the details of my report will be addressed to their management team.",1,1
0,"We are currently staying at the signature. This was an annoversary present from a family member, who prebooked and payed. Anyway, the did hit us with additional resort fees and taxes, no idea why this was not includable in the prepay. The huge tub had hairs in it! Bathroom floor was cleaned, but thegrout has funky stains. And the coffee and tea selection (for which we pay, among other things, the resort fee) is eay sub par. 

Yes, it is a nice place. Bed is comfy, it has the usual anemities i am use to and expectin this price category. But all ofthe above make me not going back here after this stay",0,0
3,"So I don't usually go to a new restaurant until they've been open for a couple of weeks. Under the recommendation from an old high school buddy we went for lunch on the FIRST DAY. We started out with a Corona and a House Margarita. The beer was cold and the Margarita just right. We ordered the table side Guacamole. The Guacamole Star came over and explained everything that was going in it. She did a great job but unfortunately this was the disappointment of the meal. The avocados, although soft, were not quite ripe and tasted green. It definitely needed more salt and lime juice. There was just NO PUNCH to it. Not sure if we'll order that again. My wife ordered the Chicken Tacos and I ordered the Duck Tacos (the food I was looking forward to).  Unfortunately they had run out during the soft opening and the fresh duck had come in that morning and was not ready yet.  Having been in and out of the restaurant business a large part if my life I find no excuse in running out or regular menu items..... specials yes, not regular menu items. I ordered the Blackened Redfish Tacos, Rice & Beans and Street Corn. We were told that the food would come out in waves, which was fine. My wife got her Chicken Tacos, the the two sides and my Tacos came out. The sides were steaming hot and full of flavor. The small orders were enough for both of us. My wife's Chicken Tacos were perfectly cooked and the slaw and sauce were full of flavors. It was nice to find a restaurant that understands that BLACKENED means covering the protein completely with spices not just sprinkled! The freshly made Blue Corn Tacos were just perfect. The service from the Hostess to the person who took our drink orders...our server, Guacamole Star even the food runner were all amazing. The noise level was quite intense and the restaurant was only about three quarters full. Some Acoustic Dampeners would go a long way. Finally, read where someone complained about the size and price of the Tacos, there is truly no problem there! I usually don't eat at too many Franchise Restaurants but this is one I'll frequent.",0,0
0,"A friend suggest we give this place a try. A nice restaurant. Service and food are pretty good. I had the beef cheek as a main, it was good. Panna cotta was delicious but wasn't crazy about the rhubarb tart. Overall, it was a good good experience but not memorable.",0,0
0,"Not sure why they have less stars, I've been to 4 Kinkos for business and hey had the. Eat service, cleanest store and maintained  printer",0,0
0,"79¢ large drinks. Enough said. Giant delicious diet coke. Yesssss. Also they have tea and will mix it with sweet tea or lemonade for a little AP action. Haven't tried any food...well ok that's a lie, I once ordered a small fry. It was salty, fresh and tasty!",0,1
1,"Been coming here for years. No food poisoning, consistent food quality, super fast service. For the price I have no complaints. The wings are imo soggy but again for the price not unexpected. The service is spotty but it's pretty evident that many of their hires are younger people whom are still learning the ropes of having a job. I think that's cool- young people need experience. And I get cheap tasty pizza. Works for me!",0,0
0,"I absolutely love this place! My husband and I used to come here after work. Since switching jobs, we don't come here as often as we'd like but the crepes are always delicious! I love that every crepe is designed differently and is unique in its own way. The workers are always joyful and willing to help. There menu is small but delicious. I always get the Nutella crepe with a chocolate flake helado. Definitely recommend. They've also expanded which is great! Hope they expand more though, as they are still pretty far from my location, but they're food is stupendous!! (:",0,0
3,"Taking up the space that The Foodist Mart left behind is Eadrey Foods. On-offer are prepared foods to-go and some gift-basket goods - with a bit of Carribean flair. Samples are strewn about to entice you and the staff are eager to assist.

The cold-case is filled with a variety of salads - zucchini, greek, bean, and a very tasty sweet potato salad with a nice crunch from green onions. The small size was a decent amount for a light lunch. Sandwich staples like ham and swiss are also balanced out with more interesting ones like jerk chicken w/mango salsa.

The shelves are stocked with gourmet goods and house-made sauces. In particular, the hot sauces look intriguing. Also spied: Jerk rubs, peppercorn marinade, and apple ginger sauce, to name a few.

In addition, I had a strawberry lemonade that was refreshing, but a bit on the sweet side. Still, very good and I would consider getting it again.

Overall, a nice place for lunch in the area.",1,2
0,"Not happy that my splurge of a bra from Soma had the wire snap 6 months after purchase! Contacted them online and they only accept returns within 60 days with original receipt. Said my bank statement wouldn't suffice for payment proof. Called the store and she said I could bring it in, they would examine it for wear issues and offer me a discount such as 15% off or more if I purchased two! Holy cow, I just want to bring in my defective bra and have them give me the exact same one and be on my way! I will head back to Nordstrom where they stand behind their products 100%!! Not offering a slight discount off of a new one. Sad that this happened as I loved my Soma bra:(",0,0
2,"La première expérience fût assez positive, mais notre 2e expérience plus récente fût nettement moins gustative. Le pho au poulet n'avait que quelques petits morceaux sans saveur et le riz au porc grillé, était fait d'un riz de mauvaise qualité et de morceaux de porc grillé sec avec beaucoup de "" tirailles "". On n'y retournera plus.",0,0
2,"I agree with Joanne, my dog was a complete mess when we left... and she kept drinking the water that pooled at the bottom of one of the trees.  Ahh!  I complete mess.

I do like this [dog] park, however, despite the minor annoyance with the water.  The people are friendly and the dogs aren't complete A-holes.  My dog has fun and she leaves tired and that leaves me happy.

I don't know exactly what's up with the picnic table in the leashing area.  It would be nice to have little benches where us people-folk could sit.  The last time I went, there was a folding chair propped up against the outer fence... My thought is that I'm afraid it belonged to the old guy that goes/ used to go there in the morning. *pulls collar*... ""yeeeh.""  

Anyway, it's a lot cleaner than Sunset Park, thank goodness for that.  And I love the fact that they have GRASS at the PARK... who would have thought of such a thing?  Although, for some reason, I have a soft spot in my heart for Sunset Park.",0,0
1,Pinkbox Doughnuts changed my life. I will probably go here everyone I crave one. We went in early so had plenty of options. The gal who worked the counter was also very helpful and friendly (gave us a free doughnut).,0,0
0,"Frequent this hard working bunch!!!!!!!! Creative and Comfortable Menu. Nice wines on tap and some great values on the list(and I hear some new additions should be on soon). Charcuterie board is top notch as was the Filet. Good twist on the Beet Salad with a Pomegranate and Citrus edge. 

Staff is attentive and accommodating with pertinent suggestions to your hunger level and mood. Also nice to see the owners present and engaged with customers....",0,0
0,"When we came in the waiter didn't greet us or say anything at all. He simply pointed a table for us to sit down. I found it odd and rude. 
The sushi was supermarket quality. Rice was too hardened and dry, not sticky. The stuffing is okay. 
Bibimbap is bland. When served, the hot stone pot was not sizzling much as it should be. 
Service is average. Food is below average. Ambience is quite good. Overall I'd give this place 3 stars.",0,0
2,"I want to like Turf, but the food is just okay.  I've only been here twice, but it was not mind-blowing.

I'm not fond of the shepherd's pie here.  It is the most bland version I have had... even in this town.  

The wings, however, are pretty good.  I've eaten wings here with a couple Harps and have had a decent time.

Surprisingly good is their seared ahi tuna.  It is pretty weird to think an Irish pub would do this well, but they do.  A friend ordered it and after shaking my head and saying there's no way it could be good, I tried a bite and I had to eat crow.  

Turf is typically a stop on the pub crawl, so I will definitely be back again for boozing.",0,2
6,"Everything about this hotel was terrible. I mean, you get what you paid for. I bought the room the night before I left, not really knowing what time we would be there. I get in at around 7 am, walk to the front desk and ask for my room key. The women looks at me and says ""we have no more rooms"", I said, very politely ""ma'am, I purchased the room last night, so I should be in the system"", she says again ""we has no more rooms! And what I mean is, we have no clean rooms!"" so I'm thinking, does this lady not understand what I'm saying? I'm freakin tired, drove 7 hours and I'm not about to fight over this, so I ask for a manager. I informed her that I purchased the room last night, and I'm just checking in. After my explanation, she jumped on the computer and found my room within seconds. Great! So I'm walking to the god forsaken courtyard room, I own the door... Then it hits me. The smell was so bad, I nearly vomited on myself. Now I'm irritated. I make my way back to the counter and asked for the manager. ""you either have, someone dead, or dying... Or you just don't know how to clean a room"" I informed her of the room scent, and ahhh... They gave me another room. 
Now, the rooms... Uh, ugly, small, dull. I somehow woke up with bug bites on my arm. Not pleased with the rooms.
Overall services, the shuttles we late, about 20 min, and every time I walked in or out of my room, I guess their was a tray of food left out, and was never picked up, for 3 days. Ugh. 
If you plan to go to Vegas, save up, spend a little more on a nicer room. I know I will.",0,0
0,"Tommy gave us the best experience. Coming back every week with my family because of him, the service & the food. 100% Recommend coming here!",0,0
0,"I've only ever been here during happy hour, but I've enjoyed it each time. It's been a while since I was last there, but the spinach dip and philly cheesesteak rolls are what I used to get when I would go. The beer selection isn't the great either. They were never great with their service though.",0,0
0,"Had a few challenges with my order however they are normally very reliable.  I heard from the owner and there were a few minor training issues.  Overall, we really like Barro's and will definitely remain loyal customers.",0,0
1,"Not bad. Better than Panda Express -- but a few times more expensive. If you're at the airport and desperate, your options are limited anyway. Maybe go to a buffet beforehand, especially if you're flying into SFO because if there is fog, they will likely be a delay. Prep accordingly!",0,0
1,"This is a great place to swing by for some pub food. There's an extensive menu of battered seafood, Reuben sandwiches, and more than enough burgers to sink your teeth into. Picking out something was very difficult. The Irish Nachos, a decadent pile of potato chips, jalapeños, and kidney beans, are a great food for soaking up some of the tasty on-draft beers offered, including Harp and Goose Island IPA. Our service was a little slow, but considering it was a Friday night, I'd let it slide.

The entrees are not huge portions, so if you're famished, you might be a little underwhelmed. The shrimp and chips make up for the smaller size in flavor. Sumptuous shrimp in a beer batter? Count me in.

I was not crazy about the musical guest, a guy wearing glasses and an acoustic guitar who thought killing the mood with Van Morrison's ""Into the Mystic"" would be a good idea.

I'm not wild enough to consider this the pot o' gold at the end of a rainbow, but if I ever have a hankering for Irish pub grub South of Charlotte, I know where to go.",0,0
